Código;Descripción;;Linea;Imp.;Desc.;Precio Vent.;Precio May.;Precio Cost.;Stock Min;Mon.
6933311510705;TELEFONO EN CAJA;UNIDADES;18;10;0;26.500;0;17.640;2;1
6933311741222;MUÑECA FASHION;UNIDADES;18;10;0;10.000;0;6.600;2;1
6933311975627;JUGUETE;UNIDADES;1;10;0;0;0;0;2;1
6933311997841;CARRITO P/ BEBE;UNIDADES;18;10;0;60.000;0;37.800;2;1
6933312445310;JUGUETE CARS;UNIDADES;1;10;0;45.000;0;30.000;2;1
6933312445969;AUTO CARS;UNIDADES;18;10;0;13.500;0;9.500;2;1
6933312446447;SOCCER FUTBOLITO;UNIDADES;18;10;0;83.000;0;55.200;2;1
6933312562116;AUTO SUPER SPEED;UNIDADES;18;10;0;47.000;0;31.200;2;1
6933312646328;JUGUETE;UNIDADES;18;10;0;25.000;0;15.000;2;1
6933312672099;JUEGO DIDACTICO PANDERETA;UNIDADES;18;10;0;10.000;0;5.850;2;1
6933312680285;JUGUETE;UNIDADES;1;10;0;25.000;0;15.000;2;1
6933312681060;AVION AIR BUS;UNIDADES;1;10;0;27.000;0;18.000;2;1
6933312732885;BUS A CONTROL CARS;UNIDADES;1;0;0;60.000;0;35.000;2;1
6933312749319;JUGUETE TUMBA;UNIDADES;1;10;0;13.500;0;6.500;2;1
6933312946978;AUTO A CONTROL;UNIDADES;1;10;0;23.000;0;11.000;2;1
6933312947128;AUTITO;UNIDADES;1;10;0;33.000;0;13.000;2;1
6933312947241;RASTRI LEGO;UNIDADES;18;10;0;49.000;0;32.450;2;1
6933312948651;AUTO CARS 25PCS;UNIDADES;18;10;0;32.000;0;21.000;2;1
6933315191191;JUGUETE COCINANDO;UNIDADES;18;10;0;37.000;0;24.600;2;1
6933315191597;ROBOT TRANSFORME;UNIDADES;18;10;0;135.000;0;96.320;2;1
6933315192983;AUTO CARS;UNIDADES;18;10;0;27.000;0;18.000;2;1
6933315193737;AUTO EXTREME;UNIDADES;18;10;0;25.000;0;16.380;2;1
6933315199166;AUTOS CARS;UNIDADES;18;10;0;7.000;0;4.600;2;1
6933315201609;JUGUETE;UNIDADES;18;10;0;20.000;0;12.000;2;1
6933315202415;MAQUILLAJE BEAUTY;UNIDADES;18;10;0;5.000;0;3.000;2;1
6933315202620;JUGUETE;UNIDADES;18;10;0;8.500;0;5.900;2;1
6933315222734;MUÑECA CO ROPA;UNIDADES;18;10;0;45.000;0;29.700;2;1
6933315234577;PISTOLA DE AGUA GRANDE;UNIDADES;18;10;0;40.500;0;28.800;2;1
6933315291914;DINOSAURIO CON LUCES;UNIDADES;18;10;0;51.500;0;36.600;2;1
6933315380922;JUGUETE;UNIDADES;18;10;0;17.000;0;10.000;2;1
6933315402365;PISTOLA PARA AGUA WATER GUN;UNIDADES;18;10;0;25.000;0;17.700;2;1
6933315453626;ELEFANTE PARA BURBUJA;UNIDADES;18;10;0;10.500;0;7.700;2;1
6933315459055;ANIMALES PARA COLOREAR DE YESO;UNIDADES;18;10;0;21.500;0;15.300;2;1
6933315501945;CALENTADOR;UNIDADES;1;10;0;7.000;0;0;2;1
6933315534660;PIZARRA DE APRENDIZAJE;UNIDADES;18;10;0;55.000;0;39.200;2;1
6933315546762;MAQUILLAJE CHUPETIN;UNIDADES;18;10;0;15.000;0;8.820;2;1
6933315549305;MAQUILLAJE CUP CAKE;UNIDADES;18;10;0;13.500;0;8.820;2;1
6933315562908;KIT DE COCINA;UNIDADES;18;10;0;36.000;0;24.000;2;1
6933315577506;CHALECO DE HERRAMIENTAS;UNIDADES;18;10;0;20.000;0;13.600;2;1
6933315578886;PIOLIN DE 10 METROS;UNIDADES;1;10;0;3.500;0;2.143;2;1
6933315598501;JUEGO CARRUCEL;UNIDADES;18;10;0;10.000;0;6.700;2;1
6933315848477;ESCOPETA LANZADOR TIGRE;UNIDADES;18;10;0;14.500;0;9.400;2;1
6933339667412;TRANSFORMERS;UNIDADES;18;10;0;28.500;0;19.000;2;1
6933349020162;ESPATULA MADERA;UNIDADES;1;10;0;4.500;0;3.000;2;1
6933439852459;BAZAR;UNIDADES;1;10;0;2.800;0;0;2;1
6933439855344;BAZAR;UNIDADES;1;10;0;2.000;0;0;2;1
6933651158308;JUGUETE;UNIDADES;18;10;0;98.000;0;60.000;2;1
6933836100139;MAQUILLAJE TANGO;UNIDADES;39;10;0;15.000;0;10.000;2;1
6933890313728;VASO VIDRIO;UNIDADES;31;10;0;5.000;0;3.477;2;1
6933890317436;JGO DE VASO X 6PZA DELI GLASWARE;UNIDADES;1;10;0;23.000;0;16.500;2;1
6933890327138;JGO DE VASO X 6PZA EST GLASWARE;UNIDADES;1;10;0;21.000;0;15.500;2;1
6933912010512;ENSALADERA GS. 19900;UNIDADES;1;10;0;19.900;0;13.000;2;1
6933935231772;PLATO DISEÑO DISNEY;UNIDADES;1;10;0;1.499;0;890;2;1
6933935231826;BANDEJA MICKEY;UNIDADES;1;10;0;5.500;0;3.690;2;1
6933986751137;TAZA FELIZ DIA DE LA AMISTAD;UNIDADES;20;10;0;6.000;0;4.000;2;1
6933988007010;PLATITO DISEÑO DISNE Y;UNIDADES;1;10;0;1.999;0;1.090;2;1
6933988007027;PLATITO DISEÑO DISNEY;UNIDADES;1;10;0;2.000;0;1.090;2;1
6933988007034;PLATO;UNIDADES;1;10;0;3.000;0;1.320;2;1
6934;MILANO FIORENZA ARO 20;UNIDADES;28;10;0;440.000;0;336.000;2;1
6934091417710;COLADOR DE CUBIERTOS;UNIDADES;31;10;0;10.500;0;6.950;2;1
6934142660218;CORTINA PARA BAÑO X1;UNIDADES;20;10;0;6.500;0;4.300;2;1
6934245218644;JUGUETE;UNIDADES;1;10;0;24.500;0;0;2;1
6934247411609;JUGUETE LEGO BLOCKS;UNIDADES;1;10;0;28.000;0;15.000;2;1
6934520140554;TOALLITAS HUMEDAS C/ESTUCHE;UNIDADES;14;10;0;5.500;0;4.000;2;1
6934520144040;PAÑUELITOS HUMEDOS;UNIDADES;20;10;0;7.000;0;3.500;2;1
6934520144057;PAÑUELITOS HUMEDOS;UNIDADES;20;10;0;7.000;0;3.500;2;1
6934520144095;PAÑITOS HUMEDOS MIÑON;UNIDADES;20;10;0;10.000;0;5.500;2;1
6934548810125;INDIVIDUAL;UNIDADES;31;10;0;15.000;0;9.500;2;1
6934567800329;CUBIERTOS;UNIDADES;1;10;0;18.500;0;0;2;1
6934614000177;CALENTADOR ELECTRICO;UNIDADES;1;10;0;10.000;0;7.000;2;1
6934658231423;RECIPIENTE 30CM;UNIDADES;1;10;0;24.000;0;15.900;2;1
6934658237317;JARRA ALUMINIO 2,5L;UNIDADES;1;10;0;53.000;0;38.000;2;1
6934658237409;RECIPIENTE 26CM;UNIDADES;1;10;0;18.000;0;11.900;2;1
6934658237461;BANDEJA RAVI 42CM;UNIDADES;1;10;0;26.000;0;17.500;2;1
6934658237478;HIELERA C/PINZA;UNIDADES;1;10;0;15.000;0;9.950;2;1
6934658237492;ESPUMADERA;UNIDADES;1;10;0;7.500;0;4.950;2;1
6934658237515;TENEDOR TRINCHANTE MARVEL;UNIDADES;1;10;0;5.500;0;3.950;2;1
6934658237522;CUCHARON ACERON INOXIDABLE;UNIDADES;1;10;0;10.500;0;7.450;2;1
6934741706300;CEPILLO DENTAL SAN-A;UNIDADES;1;10;0;1.990;0;1.300;2;1
6934741707109;CEPILLO DENTAL SAN-A;UNIDADES;1;10;0;3.000;0;1.666;2;1
6934889054080;SET DE TOY STORY;UNIDADES;1;10;0;30.000;0;15.000;2;1
6934924252204;PLANTERA;UNIDADES;1;10;0;8.000;0;5.000;2;1
6935;MILANO ACTION ARO 24 VERDE AZUL  ROJO;UNIDADES;28;10;0;560.000;0;432.000;2;1
6935031403312;BANDEJA CRISTAL P/PICADAS OVALADO;UNIDADES;31;10;0;35.000;0;23.000;2;1
6935031403336;BANDEJA CRISTAL P/PICADAS CUADRADO;UNIDADES;31;10;0;35.000;0;24.600;2;1
6935131646688;JUGUETE;UNIDADES;18;10;0;12.000;0;8.000;2;1
6935201301028;CORTINA PARA BAÑO;UNIDADES;20;10;0;12.500;0;8.500;2;1
6935201501015;CORTINA PARA BAÑO;UNIDADES;20;10;0;12.500;0;8.500;2;1
6935231780022;PLATITO DISNEY;UNIDADES;1;10;0;1.990;0;1.090;2;1
6935231790014;PLATITO DISNEY;UNIDADES;1;10;0;2.000;0;1.300;2;1
6935242580116;BIBERON XIAOXIM 280ML.;UNIDADES;14;10;0;13.500;0;9.666;2;1
6935482854589;COCINA ELECTRICA 2 HORNALLAS PLACA;UNIDADES;28;10;0;98.500;0;75.846;2;1
6935487948085;JUGUETE BEN 10 OMNIVERSE;UNIDADES;1;10;0;39.500;0;25.000;2;1
6935539600169;PLASTILINA;UNIDADES;8;10;0;19.000;0;10.000;2;1
6935539600633;JUEGO DE PLASTILINA;UNIDADES;18;10;0;22.000;0;14.400;2;1
6935539601326;JUGUETE;UNIDADES;18;10;0;10.000;0;5.000;2;1
6935539601333;JUGUETE PIZARRA;UNIDADES;18;10;0;29.000;0;20.000;2;1
6935539601357;JUGUETE PIZARRA;UNIDADES;18;10;0;29.000;0;20.650;2;1
6935539602323;PIZARRA MAGICA;UNIDADES;18;10;0;22.500;0;16.000;2;1
6935539602699;PIZZARRA MAGICA;UNIDADES;18;10;0;20.000;0;14.663;2;1
6935539604662;PLASTILINA PLAY DOUGH;UNIDADES;18;10;0;25.500;0;18.954;2;1
6935565488984;MUÑECO AVENGERS;UNIDADES;18;10;0;35.000;0;25.600;2;1
6935584441595;MUÑECO DRAGON BALL Z;UNIDADES;18;10;0;42.000;0;29.900;2;1
6935685608163;BAZAR;UNIDADES;1;10;0;5.000;0;0;2;1
69356951211119;CLIP N°3;UNIDADES;8;10;0;1.500;0;688;2;1
6935695121119;CAJA CLIP N°3 X 100U;UNIDADES;8;10;0;2.500;0;688;2;1
6935718720374;RIMEL COLOSAL AIFEIYA;UNIDADES;39;10;0;11.000;0;7.500;2;1
6935718730106;PINCEL + MOLDE PARA PESTAÑA;UNIDADES;39;10;0;15.000;0;10.000;2;1
6935718770232;KIT DE MAQUILLAJES TANGO;UNIDADES;1;10;0;18.500;0;0;2;1
6935718770256;RUBOR TANGO;UNIDADES;20;10;0;17.500;0;12.500;2;1
6935718770355;BASE TANGO;UNIDADES;1;10;0;15.000;0;10.000;2;1
6935860269110;PORTA SHAMPOO TRIANGULAR;UNIDADES;20;10;0;34.500;0;23.000;2;1
6935860269158;PORTA SHAMPOO RECTANGULAR;UNIDADES;20;10;0;34.500;0;23.000;2;1
6935862122062;JUGUETE HEROES DE MARVEL;UNIDADES;1;10;0;30.000;0;20.000;2;1
6936;JUGUETE PARA BEBE;UNIDADES;18;10;0;16.500;0;11.000;2;1
6936198405461;CORRECTOR SPONGE;UNIDADES;1;10;0;8.000;0;0;2;1
6936203569430;ESPONJA DE BAÑO;UNIDADES;1;10;0;4.000;0;2.500;2;1
6936225047015;BIBERON 240ML;UNIDADES;20;10;0;4.990;0;3.500;2;1
6936225047022;MAMADERA 240ML;UNIDADES;20;10;0;5.500;0;3.500;2;1
6936232239014;AGENDA;UNIDADES;8;10;0;13.000;0;8.000;2;1
6936298937954;BOLSA P/ REGALO;UNIDADES;1;10;0;20.000;0;13.000;2;1
6936332912503;MARCADORES;UNIDADES;1;10;0;20.000;0;0;2;1
6936380622171;CARTUCHERA MICKEY DISNEY;UNIDADES;1;10;0;13.000;0;8.000;2;1
6936380642841;CARTUCHERA;UNIDADES;1;10;0;15.000;0;10.000;2;1
6936380644142;CARTUCHERA;UNIDADES;1;10;0;22.000;0;15.000;2;1
6936420903291;PROTECTOR P/CORRIENTE JANESONG;UNIDADES;29;10;0;89.000;0;70.000;2;1
6936497768014;MANTELES GIAMENCO;UNIDADES;1;10;0;43.000;0;28.500;2;1
6936497768021;MANTELES GIAMENCO;UNIDADES;1;10;0;33.500;0;20.900;2;1
6936544556519;JUEGO CUBIERTOS;UNIDADES;31;10;0;65.000;0;39.900;2;1
6936589739861;CALENTADOR P/AGUA 1000W;UNIDADES;31;10;0;12.500;0;7.500;2;1
6936721425621;RAYADOR METALICO;UNIDADES;31;10;0;18.500;0;13.500;2;1
6936788929595;CALZA DISNEY;UNIDADES;11;10;0;30.000;0;20.000;2;1
6936788929667;BOMBACHITA DISNEY;UNIDADES;11;10;0;8.500;0;5.500;2;1
6936854328769;TIJERA SCISSORS;UNIDADES;1;10;0;3.930;0;2.620;2;1
693699300145;BOBINA TERMICA PARA POST;UNIDADES;8;10;0;5.000;0;2.500;2;1
6937;TRICICLO C/ EMPUJADOR;UNIDADES;28;10;0;239.250;0;165.000;2;1
6937042368123;LAPIZ DE COLOR 12U;UNIDADES;1;10;0;13.800;0;0;2;1
6937042368246;LAPICES DE COLORES;UNIDADES;1;10;0;27.600;0;0;2;1
6937194605053;CEPILLO DENTAL XUEWANG;UNIDADES;1;10;0;1.980;0;0;2;1
6937266703793;SCHICK QUATTRO 3 UNIDADES;UNIDADES;1;10;0;27.500;0;22.340;2;1
6937266901007;BIBERON PEKES;UNIDADES;1;10;0;16.600;0;11.833;2;1
6937266901076;BIBERON PEKES;UNIDADES;1;10;0;18.800;0;13.264;2;1
6937266901914;CORTA UÑAS 3000;UNIDADES;1;10;0;3.000;0;1.267;2;1
6937266901915;CORTA UÑAS P/ BEBE;UNIDADES;1;10;0;9.500;0;6.619;2;1
6937266901916;CORTA UÑA 2500;UNIDADES;1;10;0;2.500;0;0;2;1
6937266902011;TERMO PARA BIBERON;UNIDADES;1;10;0;25.440;0;0;2;1
6937266902028;CADENA P/CHUPETES;UNIDADES;1;10;0;10.500;0;7.801;2;1
6937266902035;MORDILLO DE AGUA PEKES;UNIDADES;1;10;0;13.000;0;9.233;2;1
6937266902059;SET PEINE Y CEPILLO PEKES;UNIDADES;1;10;0;10.500;0;8.062;2;1
6937266902639;BIBERON X240 ML;UNIDADES;1;10;0;10.200;0;7.228;2;1
6937266903506;TIJERA P/ BEBE;UNIDADES;1;10;0;7.550;0;5.382;2;1
6937266903599;TIJERAS;UNIDADES;1;10;0;15.600;0;0;2;1
6937266906002;BIBERON X 60 ML;UNIDADES;1;10;0;7.518;0;5.370;2;1
6937266906071;BIBERON X 240ML;UNIDADES;1;10;0;18.000;0;12.852;2;1
6937266908549;SEJUETADOR DE CHUPETE;UNIDADES;1;10;0;6.839;0;4.885;2;1
6937266908556;CEPILLO P/ BEBE;UNIDADES;1;10;0;8.380;0;5.990;2;1
6937266908716;SONAJERO DE BEBE MANITAS;UNIDADES;1;10;0;9.000;0;6.402;2;1
6937290401733;CHICLE EN TIRA EMOJI MOVIE;UNIDADES;24;10;0;3.000;0;1.782;2;1
6937330000292;LINTERNA SAWATH LED CON CARGADOR SJ-8015;UNIDADES;1;10;0;43.500;0;0;2;1
6937386006675;JUGUETE;UNIDADES;18;10;0;13.500;0;8.650;2;1
6937467600037;TOALLITA HUMEDA BABY WIPES POTE 80 UNID;UNIDADES;14;10;0;15.500;0;11.000;2;1
6937526503743;ABRIDOR;UNIDADES;31;10;0;9.500;0;5.700;2;1
6937544383310;CARGA P/ PRECILLADORA;UNIDADES;1;10;0;2.000;0;0;2;1
6937544384706;PERFORADORAS MOSPAS 35 HOJAS;UNIDADES;1;10;0;30.500;0;21.684;2;1
6937544384782;PERFORADORA;UNIDADES;1;10;0;7.750;0;0;2;1
6937544384812;PLASTICOLA GLUE PEN 30ML;UNIDADES;1;10;0;1.020;0;777;2;1
6937544390004;ALMOHADILLA MOSPAS NRO 2;UNIDADES;1;10;0;4.790;0;3.686;2;1
6937544390059;ALMOHADILLA MOSPAS METAL N2;UNIDADES;1;10;0;4.790;0;3.686;2;1
6937544397492;CORRECTOR EN LAPIZ;UNIDADES;8;10;0;5.000;0;3.300;2;1
6937579908014;TEST DE EMBARAZO;UNIDADES;17;10;0;10.000;0;7.500;2;1
6937623600062;BOLSITA PARA VINO;UNIDADES;1;10;0;4.000;0;1.400;2;1
6937774600560;PROCESADOR TOKYO CHOPER;UNIDADES;1;10;0;155.000;0;103.840;2;1
6937774607330;LICUADORA TOKIO 733;UNIDADES;1;10;0;125.000;0;95.500;2;1
6937831758531;ALCOHOL EN GEL;UNIDADES;1;10;0;5.000;0;2.500;2;1
6937831758586;ALCOHOL EN GEL 29ML;UNIDADES;1;10;0;5.000;0;3.000;2;1
6937844512052;ADHESIVO OPOLA;UNIDADES;1;10;0;7.000;0;0;2;1
6938150836023;JUEGO DIDACTICO;UNIDADES;18;10;0;28.500;0;19.500;2;1
6938177301382;CALCULADORA RSB;UNIDADES;1;10;0;22.500;0;0;2;1
6938292400519;TERMO PRINCE AIRPOT 2.2L;UNIDADES;1;10;0;119.000;0;0;2;1
6938331902202;BAZAR;UNIDADES;1;10;0;8.000;0;0;2;1
6938331903222;LAPIC;UNIDADES;1;10;0;9.800;0;0;2;1
6938331903223;BAZAR;UNIDADES;1;10;0;9.800;0;0;2;1
6938331903469;BAZAR;UNIDADES;1;10;0;10.500;0;0;2;1
6938377015317;JUGUETE MINECRAFT;UNIDADES;18;10;0;39.500;0;28.000;2;1
6938444144476;JUGUETES SUPER HEROES;UNIDADES;18;10;0;40.000;0;20.000;2;1
6938471549985;JUGUETE;UNIDADES;18;10;0;35.000;0;20.000;2;1
6938547854104;POWER RANGERS;UNIDADES;18;10;0;31.500;0;20.700;2;1
6938635118439;MEDIAS P/BEBE;UNIDADES;14;10;0;5.000;0;3.000;2;1
6938654879847;POWER RANGERS;UNIDADES;1;10;0;10.000;0;6.000;2;1
6938682278865;AROMATIZANTE PARA AUTO;UNIDADES;20;10;0;10.000;0;5.500;2;1
6938784000562;TOOALLA DI8SNEY;UNIDADES;1;10;0;5.500;0;3.500;2;1
6938784000579;TOALLITA DISNEY;UNIDADES;1;10;0;6.000;0;3.500;2;1
6938898548745;JUGUETE LOS PITUFOS 2;UNIDADES;1;10;0;27.000;0;17.000;2;1
6938954665140;DRAGONBALLZ;UNIDADES;18;10;0;12.000;0;7.850;2;1
6938954857842;JUGUETE;UNIDADES;1;10;0;35.000;0;20.000;2;1
6938958474106;JUEGO DE FIGURAS SPIDERMAN;UNIDADES;1;10;0;25.500;0;12.750;2;1
693898158048;JUGUETE DRAGON BALL Z;UNIDADES;1;10;0;28.500;0;18.000;2;1
6938984874109;JUGUETE BEN 10;UNIDADES;18;10;0;38.000;0;20.000;2;1
6938985158048;JUEGUETE DRAGON BALL Z;UNIDADES;1;10;0;32.000;0;20.000;2;1
6938985487841;BEN10 OMNIVERSE;UNIDADES;1;10;0;25.000;0;12.500;2;1
6938995487411;FIGURAS DR5AGON BALL Z;UNIDADES;1;10;0;22.500;0;11.250;2;1
6939014477413;JUGUETE TOYS STORY 4;UNIDADES;18;10;0;15.000;0;10.000;2;1
6939020426665;LAMPARA LED;UNIDADES;29;10;0;49.000;0;35.000;2;1
6939041478490;JUGUETE TOY STORY 3;UNIDADES;1;10;0;22.500;0;12.000;2;1
6939101079995;LAPICES DE COLORES;UNIDADES;8;10;0;7.500;0;4.700;2;1
6939105400436;LLAVERO;UNIDADES;1;10;0;5.000;0;0;2;1
6939105411821;CUCHARA P/ BEBE;UNIDADES;1;10;0;7.500;0;3.750;2;1
6939105412477;PORTACEPILLO  BEAR HAPPY;UNIDADES;1;10;0;12.000;0;8.000;2;1
6939105413511;JUGUETE;UNIDADES;18;10;0;15.000;0;10.000;2;1
6939241801272;MEDIA CALZA SIN PIE;UNIDADES;11;10;0;27.000;0;18.000;2;1
6939241819406;BLUSA P/DAMA OEMEN;UNIDADES;1;10;0;35.000;0;22.000;2;1
6939304450010;ESCALIMETRO 30CM NH-TONE;UNIDADES;8;10;0;18.000;0;10.500;2;1
6939460141449;MUÑECA MONSTER HIGH;UNIDADES;18;10;0;34.000;0;24.000;2;1
6939503304541;TRANSPORTADOR 180°;UNIDADES;8;10;0;2.200;0;1.150;2;1
6939503304763;ESCUADRA H-TONE ESCOLAR 45°;UNIDADES;8;10;0;3.500;0;1.800;2;1
6939503305128;COMPAS;UNIDADES;8;10;0;3.200;0;1.650;2;1
6939514847198;JUGUETE POWER RANGERS SAMURAI;UNIDADES;1;10;0;26.500;0;13.250;2;1
6939515487416;COLECCIOM BEN 10 OMNIVESE 5;UNIDADES;1;10;0;35.000;0;25.000;2;1
693951847198;NULL;UNIDADES;1;10;0;0;0;0;2;1
6939521485970;JUGUETE;UNIDADES;18;10;0;38.000;0;28.320;2;1
6939540571180;TIJERA GRAB 5 CANGREJO;UNIDADES;1;10;0;10.500;0;6.372;2;1
6939540571319;TIJERA 5 PULPO;UNIDADES;1;10;0;9.000;0;6.372;2;1
6939540576055;SACAPUNTAS TORTUGA;UNIDADES;1;10;0;4.000;0;2.422;2;1
6939554789410;POWER RANGERS SAMURAI;UNIDADES;1;10;0;10.500;0;5.250;2;1
6939612703105;CALCULADORA;UNIDADES;1;10;0;15.500;0;0;2;1
6939652145873;JUGUETE RELOJ BEN 10;UNIDADES;1;10;0;11.000;0;7.000;2;1
6939658479682;JUGUETE;UNIDADES;1;10;0;12.000;0;6.000;2;1
6939658526249;MUÑECOS BACKYARDIGANS;UNIDADES;18;10;0;28.000;0;18.721;2;1
6939658888705;JUGUETE;UNIDADES;18;10;0;35.000;0;20.000;2;1
6939854840774;BEN 10 OMNIVERSE;UNIDADES;1;10;0;40.000;0;20.000;2;1
6939854874106;JUGUETE BEN 10 OMNIVERSE- TRANSFORMES MARVEL;UNIDADES;1;10;0;35.000;0;25.000;2;1
6939854874809;JUGUETE;UNIDADES;18;10;0;30.000;0;20.000;2;1
6939854878470;JUGUETE BEN 10;UNIDADES;1;10;0;8.000;0;4.000;2;1
6939858474104;JUGUETE;UNIDADES;1;10;0;12.000;0;8.000;2;1
6939886584202;BACKYARDIGANS;UNIDADES;18;10;0;25.500;0;18.000;2;1
6939888887400;JUGUETE;UNIDADES;18;10;0;10.000;0;6.000;2;1
6939910184873;JUGUETE DRAGON BALL Z;UNIDADES;18;10;0;30.000;0;22.000;2;1
6939990270213;DESODORANTE P/ INODORO;UNIDADES;6;10;0;8.000;0;6.000;2;1
6939990280809;PERFUME P/ ROPERO;UNIDADES;20;10;0;6.000;0;4.000;2;1
694;ASADERA CUADRADO;UNIDADES;20;10;0;20.000;0;10.000;2;1
6940079103032;BAZAR;UNIDADES;1;10;0;3.000;0;0;2;1
6940165330328;TENDEDERO GS. 18000;UNIDADES;6;10;0;18.000;0;12.500;2;1
6940220102020;CEPILLO DE DIENTE RONGYU;UNIDADES;1;10;0;3.000;0;0;2;1
6940220105991;CEPILLO;UNIDADES;1;10;0;3.000;0;0;2;1
6940286921078;TAPPER PLASTICO 4PZ;UNIDADES;20;10;0;19.500;0;13.965;2;1
6940303436509;TERMO ACERO INOX  MAST 3L;UNIDADES;1;10;0;170.000;0;121.500;2;1
6940350805976;WALL SOCKET;UNIDADES;1;10;0;3.750;0;0;2;1
6940350879656;PLUS DE AUDIO/VIDEO;UNIDADES;1;10;0;4.950;0;3.300;2;1
6940350890521;KID RATCHET;UNIDADES;1;10;0;54.990;0;36.660;2;1
6940350947447;CINTILLO GRANDE;UNIDADES;29;10;0;24.500;0;18.000;2;1
6940350970063;CORTINA P/ BAÑO;UNIDADES;20;10;0;12.000;0;8.586;2;1
6940350978182;CUCHILLO CARNICERO NRO 7;UNIDADES;31;10;0;18.000;0;13.920;2;1
6940350978199;CUCHILLO CARNICERO SUCCESS NRO 8;UNIDADES;31;10;0;19.500;0;14.640;2;1
6940350978229;CUCHILLO CARNICERO SUCCESS NRO 10;UNIDADES;31;10;0;22.500;0;15.900;2;1
6940351010638;PORTARETRATO;UNIDADES;31;10;0;20.000;0;12.400;2;1
6940351010645;PORTARETRATO;UNIDADES;31;10;0;18.000;0;11.000;2;1
6940382721268;CALCULADORA;UNIDADES;1;10;0;20.000;0;15.000;2;1
6940509701913;COSMETICOS;UNIDADES;1;10;0;7.500;0;0;2;1
6940509701920;COSMETICOS;UNIDADES;1;10;0;7.500;0;0;2;1
6940509701937;COSMETICOS;UNIDADES;1;10;0;7.500;0;0;2;1
6940509718836;COSMETICOS;UNIDADES;7;10;0;25.000;0;18.000;2;1
6940711862280;CHAMPION;UNIDADES;20;10;0;60.000;0;30.000;30;1
6941;MARCADOR ACRILICO 12U;UNIDADES;8;10;0;15.000;0;8.800;2;1
6941278215120;CLITER PEN 12 UNIDADES;UNIDADES;1;10;0;15.000;0;0;2;1
6941278411065;BLINK PEN 6 UNIDADES;UNIDADES;1;10;0;8.000;0;0;2;1
6941335400032;LINTERNA LED 11 FOCOS RECARGABLE EP-8206;UNIDADES;1;10;0;35.000;0;21.000;2;1
6941335400094;LINTERNA LED 7 FOCOS  EP-7588;UNIDADES;1;10;0;24.000;0;0;2;1
6941335401176;LINTERNA LED 9 FOCOS RECARGABLE EP-8501;UNIDADES;1;10;0;25.000;0;0;2;1
6941336320056;REMERITA P/BEBE;UNIDADES;1;10;0;15.000;0;7.500;2;1
6941864800051;PEINE SAILIYA;UNIDADES;1;10;0;2.550;0;1.700;2;1
6941958700090;REMERA MICKEY;UNIDADES;1;10;0;49.000;0;30.000;2;1
6941958700137;VESTIDO DISNEY;UNIDADES;1;10;0;38.000;0;30.000;2;1
6941958710303;REMERA MICKEY;UNIDADES;1;10;0;48.000;0;30.000;2;1
6941998022770;MUNECA SKYLA;UNIDADES;1;10;0;12.000;0;6.950;2;1
6941998022817;MUÑECA FROZEN FASHION;UNIDADES;18;10;0;80.000;0;57.680;2;1
6941998092025;FROZEN FASHION;UNIDADES;18;10;0;25.000;0;18.000;2;1
6941998092032;MUÑECA FROZZEN;UNIDADES;18;10;0;18.500;0;11.115;2;1
6941998092087;JUGUETE;UNIDADES;18;10;0;13.500;0;9.000;2;1
6941998210092;MUÑECA ANGELINA;UNIDADES;1;10;0;8.500;0;5.000;2;1
6941998231325;JUGUETE;UNIDADES;1;10;0;22.000;0;11.000;2;1
6941998231387;MUÑECA HAPY GIRL;UNIDADES;1;10;0;100.000;0;50.000;2;1
6941998231400;MUÑECA SKYLA;UNIDADES;1;10;0;18.500;0;9.250;2;1
6941998231615;JUGUETE MUÑECA SKYLA;UNIDADES;1;10;0;14.000;0;9.000;2;1
6941998231882;JUGUETE CONSULTORIO SKYLA;UNIDADES;1;10;0;23.000;0;15.000;2;1
6941998550167;MUÑECA JULIA CIRCO;UNIDADES;1;10;0;23.500;0;15.550;2;1
6941998550266;MUÑECA JULIA;UNIDADES;1;10;0;16.500;0;8.250;2;1
6941998550297;MUÑECA JULIA;UNIDADES;1;10;0;14.000;0;9.000;2;1
6942063613015;AROMATIZANTE PARA AUTO;UNIDADES;20;10;0;10.000;0;5.500;2;1
6942063680017;AUTO AROMA;UNIDADES;20;10;0;10.000;0;3.500;2;1
6942096808112;PEINE FASHION;UNIDADES;1;10;0;3.000;0;2.000;2;1
6942138900019;PELOTA DE AGUA BESTWAY;UNIDADES;18;10;0;10.000;0;4.700;2;1
6942138900415;JUGUETE;UNIDADES;1;10;0;75.000;0;0;2;1
6942138910414;PISCINA BESTWAY INFLABLE RECTANGULAR;UNIDADES;18;10;0;80.000;0;53.600;2;1
6942138913811;PISCINA BESTWAY INFANTIL 137 LITROS;UNIDADES;18;10;0;55.000;0;36.800;2;1
6942138915808;PISCINA BESTWAY INFANTIL;UNIDADES;18;10;0;71.500;0;50.600;2;1
6942138915815;PISCINA BESTWAY INFANTIL 62 LITROS;UNIDADES;18;10;0;50.000;0;34.600;2;1
6942138916188;COLCHON INFLABLE BESTWAY;UNIDADES;20;10;0;71.500;0;58.000;2;1
6942138916225;COCHON INFLABLE BESTWAY;UNIDADES;20;10;0;108.500;0;77.500;2;1
